60,307000
59,301000
58,285000
57,285000
56,284000
55,287000
54,292000
53,285000
52,288000
51,291000
50,307000
49,305000
48,295000
47,299000
46,280000
45,299000
44,281000
43,304000
42,280000
41,298000
40,295000
39,284000
38,285000
37,295000
36,301000
35,295000
34,294000
33,310000
32,287000
31,302000
30,294000
29,313000
28,296000
27,295000
26,292000
25,294000
24,311000
23,302000
22,290000
21,303000
20,308000
19,279000
18,298000
17,298000
16,282000
15,292000
14,309000
13,285000
12,301000
11,306000
10,304000
9,282000
8,312000
7,296000
6,286000
5,299000
4,291000
3,272000
2,285000
1,310000
