60,101000
59,100000
58,102000
57,100000
56,97900
55,99500
54,93800
53,98700
52,101000
51,102000
50,102000
49,103000
48,103000
47,101000
46,93700
45,101000
44,100000
43,101000
42,101000
41,101000
40,99400
39,98700
38,99300
37,101000
36,98900
35,97400
34,100000
33,101000
32,97900
31,100000
30,100000
29,101000
28,102000
27,103000
26,99400
25,102000
24,101000
23,98800
22,99000
21,99800
20,102000
19,102000
18,101000
17,99400
16,103000
15,100000
14,101000
13,98900
12,101000
11,101000
10,102000
9,100000
8,101000
7,98300
6,99500
5,101000
4,100000
3,102000
2,101000
1,98000
